Id_Instal,Codi_Carrer,Tipus_Via,Nom_Carrer,Num_Carrer,Codi_Barri,Nom_Barri,Codi_Districte,Nom_Districte,Latitud,Longitud,Data_Instalacio,Data_DesInstalacio,Font
8446,110304,C,Enric Granados,30,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.390261,2.159181,02/09/2023,12/07/2024,OCI
8466,112208,C,Escudellers,34,02,el Barri Gòtic,01,Ciutat Vella,41.380127,2.176933,06/10/2023,15/11/2023,OCI
8467,112208,C,Escudellers,34,02,el Barri Gòtic,01,Ciutat Vella,41.380127,2.176933,05/10/2023,27/10/2023,OCI
8468,112208,C,Escudellers,48,02,el Barri Gòtic,01,Ciutat Vella,41.38039,2.177536,05/10/2023,,OCI
8469,112208,C,Escudellers,12,02,el Barri Gòtic,01,Ciutat Vella,41.379567,2.176338,05/10/2023,,OCI
8486,23403,C,Aribau,191,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.395232,2.150139,06/10/2023,07/03/2024,OCI
8487,344101,Trav,Gràcia,54,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.395973,2.149556,06/10/2023,,OCI
8488,348408,C,Tuset,8,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.39545,2.152752,06/10/2023,,OCI
8489,222501,C,de Moià,8,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.395167,2.1517,06/10/2023,01/10/2024,OCI
8506,222501,C,de Moià,8,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.395167,2.1517,11/10/2023,11/01/2024,OCI
8526,348408,C,Tuset,8,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.39545,2.152752,11/10/2023,27/12/2023,OCI
8546,23403,C,Aribau,191,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.395232,2.150139,11/10/2023,15/11/2023,OCI
8547,344101,Trav,Gràcia,54,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.395973,2.149556,11/10/2023,08/01/2024,OCI
